Order_ID,Date,Product,Category,City,Quantity,Price
472,2026-04-17,Mobile,Electronics,Bangalore,1,25000
473,2026-06-06,Headphones,Electronics,Pune,3,3000
474,2026-05-25,Laptop,Electronics,Hyderabad,5,55000
475,2026-01-21,Laptop,Electronics,Hyderabad,2,55000
476,2026-03-28,T-Shirt,Fashion,Chennai,3,1000
477,2026-04-19,Shoes,Fashion,Pune,2,3500
478,2026-03-03,Mobile,Electronics,Mumbai,5,25000
479,2026-03-21,Keyboard,Accessories,Chennai,3,1500
480,2026-02-24,Mouse,Accessories,Pune,1,800
481,2026-03-11,Mouse,Accessories,Chennai,5,800
482,2026-03-17,Mobile,Electronics,Pune,3,25000
483,2026-06-13,Headphones,Electronics,Delhi,1,3000
484,2026-04-08,Keyboard,Accessories,Pune,3,1500
485,2026-02-27,T-Shirt,Fashion,Delhi,4,1000
486,2026-02-13,Monitor,Electronics,Chennai,4,12000
487,2026-03-24,Shoes,Fashion,Delhi,5,3500
488,2026-03-14,Mobile,Electronics,Delhi,2,25000
489,2026-01-09,Mobile,Electronics,Hyderabad,3,25000
490,2026-02-12,Headphones,Electronics,Hyderabad,4,3000
491,2026-04-07,Laptop,Electronics,Bangalore,2,55000
492,2026-01-10,Monitor,Electronics,Delhi,5,12000
493,2026-03-12,Backpack,Fashion,Bangalore,4,2000
494,2026-04-15,Backpack,Fashion,Mumbai,2,2000
495,2026-03-17,Laptop,Electronics,Bangalore,4,55000
496,2026-06-11,Backpack,Fashion,Hyderabad,4,2000
497,2026-06-17,Keyboard,Accessories,Bangalore,2,1500
498,2026-06-04,T-Shirt,Fashion,Hyderabad,3,1000
499,2026-04-01,Backpack,Fashion,Pune,1,2000
500,2026-01-11,Keyboard,Accessories,Bangalore,5,1500
